Month,Customer ID,Customer,Tier,Industry,Service Type,Tickets,Resolved Tickets,Tickets With Outcome,Breached Tickets,SLA Compliance Pct,P50 Resolution Hours,Avg Target Utilisation
2025-01-01,CUST-001,Lakeview Health Network,Silver,Healthcare,Dedicated Internet,38,38,38,5,86.84,29.98,0.597
2025-01-01,CUST-001,Lakeview Health Network,Silver,Healthcare,Business Voice (SIP),15,15,15,2,86.67,30.3,0.504
2025-01-01,CUST-001,Lakeview Health Network,Silver,Healthcare,Managed Cloud,14,14,14,2,85.71,20.11,0.494
2025-01-01,CUST-002,Westgate Care Group,Silver,Healthcare,SD-WAN,17,17,17,6,64.71,43.56,1.119
2025-01-01,CUST-002,Westgate Care Group,Silver,Healthcare,Business Voice (SIP),7,7,7,1,85.71,11.54,0.5
2025-01-01,CUST-002,Westgate Care Group,Silver,Healthcare,Managed Security,4,4,4,0,100.0,12.53,0.393
2025-01-01,CUST-002,Westgate Care Group,Silver,Healthcare,MPLS WAN,2,2,2,1,50.0,29.57,3.696
2025-01-01,CUST-002,Westgate Care Group,Silver,Healthcare,Managed Cloud,14,14,14,0,100.0,20.96,0.322
2025-01-01,CUST-002,Westgate Care Group,Silver,Healthcare,Dedicated Internet,7,7,7,1,85.71,18.98,0.557
2025-01-01,CUST-003,Juniper Polytechnic,Platinum,Education,Managed Security,56,56,56,2,96.43,11.0,0.413
2025-01-01,CUST-003,Juniper Polytechnic,Platinum,Education,Managed Cloud,39,39,39,5,87.18,9.48,0.55
2025-01-01,CUST-003,Juniper Polytechnic,Platinum,Education,MPLS WAN,27,27,27,5,81.48,18.23,0.766
2025-01-01,CUST-003,Juniper Polytechnic,Platinum,Education,Business Voice (SIP),75,75,75,14,81.33,12.49,0.806
2025-01-01,CUST-003,Juniper Polytechnic,Platinum,Education,Dedicated Internet,134,134,134,24,82.09,13.86,0.637
2025-01-01,CUST-003,Juniper Polytechnic,Platinum,Education,SD-WAN,127,127,127,27,78.74,13.46,0.918
2025-01-01,CUST-004,Heritage College,Bronze,Education,Dedicated Internet,46,46,46,4,91.3,41.58,0.65
2025-01-01,CUST-004,Heritage College,Bronze,Education,SD-WAN,26,26,26,7,73.08,77.22,0.936
2025-01-01,CUST-004,Heritage College,Bronze,Education,MPLS WAN,5,5,5,1,80.0,43.69,0.582
2025-01-01,CUST-004,Heritage College,Bronze,Education,Managed Security,16,16,16,0,100.0,15.72,0.326
2025-01-01,CUST-004,Heritage College,Bronze,Education,Managed Cloud,18,18,18,4,77.78,53.16,0.739
2025-01-01,CUST-005,Bluewater Health Network,Silver,Healthcare,Business Voice (SIP),35,35,35,3,91.43,25.01,0.539
2025-01-01,CUST-005,Bluewater Health Network,Silver,Healthcare,SD-WAN,48,48,48,15,68.75,33.0,0.996
2025-01-01,CUST-005,Bluewater Health Network,Silver,Healthcare,Dedicated Internet,6,6,6,0,100.0,29.98,0.426
2025-01-01,CUST-005,Bluewater Health Network,Silver,Healthcare,Managed Security,15,15,15,0,100.0,12.06,0.299
2025-01-01,CUST-006,Northshore Utilities,Silver,Public Sector,SD-WAN,37,37,37,11,70.27,33.88,1.157
2025-01-01,CUST-006,Northshore Utilities,Silver,Public Sector,Dedicated Internet,23,23,23,3,86.96,44.42,0.611
2025-01-01,CUST-006,Northshore Utilities,Silver,Public Sector,Managed Security,4,4,4,0,100.0,24.55,0.42
2025-01-01,CUST-006,Northshore Utilities,Silver,Public Sector,MPLS WAN,2,2,2,1,50.0,41.94,1.518
2025-01-01,CUST-006,Northshore Utilities,Silver,Public Sector,Business Voice (SIP),59,59,59,7,88.14,25.04,0.557
2025-01-01,CUST-007,Ashford Renewables,Bronze,Energy,SD-WAN,51,51,51,36,29.41,56.95,1.694
2025-01-01,CUST-007,Ashford Renewables,Bronze,Energy,Managed Security,22,22,22,2,90.91,34.97,0.433
2025-01-01,CUST-007,Ashford Renewables,Bronze,Energy,Managed Cloud,7,7,7,0,100.0,32.32,0.368
2025-01-01,CUST-007,Ashford Renewables,Bronze,Energy,Dedicated Internet,20,20,20,3,85.0,57.64,0.886
2025-01-01,CUST-007,Ashford Renewables,Bronze,Energy,Business Voice (SIP),7,7,7,1,85.71,35.66,0.799
2025-01-01,CUST-008,Maple College,Gold,Education,Dedicated Internet,51,51,51,5,90.2,21.78,0.504
2025-01-01,CUST-008,Maple College,Gold,Education,Managed Security,10,10,10,0,100.0,21.79,0.295
2025-01-01,CUST-008,Maple College,Gold,Education,Managed Cloud,30,30,30,0,100.0,18.08,0.358
2025-01-01,CUST-008,Maple College,Gold,Education,MPLS WAN,28,28,28,2,92.86,13.23,0.52
2025-01-01,CUST-008,Maple College,Gold,Education,Business Voice (SIP),30,30,30,2,93.33,20.56,0.524
2025-01-01,CUST-008,Maple College,Gold,Education,SD-WAN,97,97,97,29,70.1,15.15,0.944
2025-01-01,CUST-009,Dominion Outfitters,Silver,Retail,SD-WAN,8,8,8,1,87.5,32.15,0.657
2025-01-01,CUST-009,Dominion Outfitters,Silver,Retail,Managed Security,8,8,8,0,100.0,11.73,0.262
2025-01-01,CUST-009,Dominion Outfitters,Silver,Retail,Business Voice (SIP),47,47,47,4,91.49,29.74,0.5
2025-01-01,CUST-009,Dominion Outfitters,Silver,Retail,Managed Cloud,4,4,4,0,100.0,21.28,0.381
2025-01-01,CUST-009,Dominion Outfitters,Silver,Retail,MPLS WAN,4,4,4,2,50.0,48.86,0.857
2025-01-01,CUST-009,Dominion Outfitters,Silver,Retail,Dedicated Internet,10,10,10,1,90.0,25.78,0.416
2025-01-01,CUST-010,Lighthouse Manufacturing,Gold,Manufacturing,SD-WAN,49,49,49,7,85.71,24.11,0.608
2025-01-01,CUST-010,Lighthouse Manufacturing,Gold,Manufacturing,Managed Security,14,14,14,0,100.0,16.78,0.335
2025-01-01,CUST-010,Lighthouse Manufacturing,Gold,Manufacturing,Dedicated Internet,36,36,36,5,86.11,19.68,0.54
2025-01-01,CUST-010,Lighthouse Manufacturing,Gold,Manufacturing,Business Voice (SIP),40,40,40,5,87.5,18.24,0.655
2025-01-01,CUST-010,Lighthouse Manufacturing,Gold,Manufacturing,Managed Cloud,31,31,31,2,93.55,13.47,0.437
2025-01-01,CUST-010,Lighthouse Manufacturing,Gold,Manufacturing,MPLS WAN,49,49,49,6,87.76,17.69,0.512
2025-01-01,CUST-011,Prairie Health Network,Silver,Healthcare,Dedicated Internet,52,52,52,7,86.54,26.71,0.555
2025-01-01,CUST-011,Prairie Health Network,Silver,Healthcare,Business Voice (SIP),17,17,17,2,88.24,19.29,0.552
2025-01-01,CUST-011,Prairie Health Network,Silver,Healthcare,Managed Cloud,16,16,16,0,100.0,22.15,0.336
2025-01-01,CUST-011,Prairie Health Network,Silver,Healthcare,SD-WAN,43,43,43,12,72.09,28.34,0.909
2025-01-01,CUST-011,Prairie Health Network,Silver,Healthcare,MPLS WAN,11,11,11,0,100.0,14.63,0.355
2025-01-01,CUST-011,Prairie Health Network,Silver,Healthcare,Managed Security,9,9,9,0,100.0,20.44,0.45
2025-01-01,CUST-012,Pioneer Freight Lines,Silver,Logistics,SD-WAN,129,129,129,58,55.04,51.06,1.403
2025-01-01,CUST-012,Pioneer Freight Lines,Silver,Logistics,Managed Cloud,6,6,6,1,83.33,35.49,0.635
2025-01-01,CUST-012,Pioneer Freight Lines,Silver,Logistics,Business Voice (SIP),63,63,63,11,82.54,34.38,0.597
2025-01-01,CUST-012,Pioneer Freight Lines,Silver,Logistics,Managed Security,2,2,2,0,100.0,5.84,0.243
2025-01-01,CUST-012,Pioneer Freight Lines,Silver,Logistics,Dedicated Internet,24,24,24,3,87.5,39.23,0.624
2025-01-01,CUST-013,Nordic School Board,Gold,Public Sector,SD-WAN,96,96,96,39,59.38,20.19,1.382
2025-01-01,CUST-013,Nordic School Board,Gold,Public Sector,MPLS WAN,18,18,18,3,83.33,39.42,0.901
2025-01-01,CUST-013,Nordic School Board,Gold,Public Sector,Managed Security,29,29,29,1,96.55,15.78,0.395
2025-01-01,CUST-013,Nordic School Board,Gold,Public Sector,Business Voice (SIP),19,19,19,2,89.47,16.38,0.546
2025-01-01,CUST-013,Nordic School Board,Gold,Public Sector,Managed Cloud,45,45,45,4,91.11,16.95,0.42
2025-01-01,CUST-013,Nordic School Board,Gold,Public Sector,Dedicated Internet,24,24,24,5,79.17,22.95,0.827
2025-01-01,CUST-014,Riverbend Polytechnic,Platinum,Education,Dedicated Internet,77,77,77,16,79.22,11.11,0.681
2025-01-01,CUST-014,Riverbend Polytechnic,Platinum,Education,Managed Security,18,18,18,0,100.0,6.8,0.418
2025-01-01,CUST-014,Riverbend Polytechnic,Platinum,Education,MPLS WAN,25,25,25,7,72.0,12.28,1.222
2025-01-01,CUST-014,Riverbend Polytechnic,Platinum,Education,Business Voice (SIP),120,120,120,19,84.17,11.35,0.68
2025-01-01,CUST-014,Riverbend Polytechnic,Platinum,Education,Managed Cloud,50,50,50,6,88.0,7.35,0.56
2025-01-01,CUST-014,Riverbend Polytechnic,Platinum,Education,SD-WAN,194,194,194,72,62.89,16.98,1.259
2025-01-01,CUST-015,Aurora Pharmacies,Platinum,Healthcare,SD-WAN,167,167,167,33,80.24,11.2,0.782
2025-01-01,CUST-015,Aurora Pharmacies,Platinum,Healthcare,Business Voice (SIP),104,104,104,10,90.38,11.05,0.52
2025-01-01,CUST-015,Aurora Pharmacies,Platinum,Healthcare,Managed Security,35,35,35,2,94.29,5.72,0.385
2025-01-01,CUST-015,Aurora Pharmacies,Platinum,Healthcare,Managed Cloud,46,46,46,7,84.78,12.52,0.706
2025-01-01,CUST-015,Aurora Pharmacies,Platinum,Healthcare,Dedicated Internet,120,120,120,12,90.0,9.82,0.517
2025-01-01,CUST-016,Redwood Learning Trust,Silver,Education,MPLS WAN,4,4,4,0,100.0,9.9,0.293
2025-01-01,CUST-016,Redwood Learning Trust,Silver,Education,Managed Cloud,24,24,24,0,100.0,21.19,0.28
2025-01-01,CUST-016,Redwood Learning Trust,Silver,Education,Business Voice (SIP),17,17,17,1,94.12,18.56,0.368
2025-01-01,CUST-016,Redwood Learning Trust,Silver,Education,Dedicated Internet,36,36,36,4,88.89,20.13,0.475
2025-01-01,CUST-016,Redwood Learning Trust,Silver,Education,SD-WAN,39,39,39,3,92.31,28.4,0.434
2025-01-01,CUST-016,Redwood Learning Trust,Silver,Education,Managed Security,5,5,5,1,80.0,9.3,0.411
2025-01-01,CUST-017,Coastal Energy,Gold,Energy,MPLS WAN,21,21,21,2,90.48,17.58,0.491
2025-01-01,CUST-017,Coastal Energy,Gold,Energy,SD-WAN,40,40,40,5,87.5,21.2,0.548
2025-01-01,CUST-017,Coastal Energy,Gold,Energy,Managed Security,12,12,12,2,83.33,15.66,0.668
2025-01-01,CUST-017,Coastal Energy,Gold,Energy,Managed Cloud,11,11,11,1,90.91,16.55,0.487
2025-01-01,CUST-017,Coastal Energy,Gold,Energy,Dedicated Internet,67,67,67,6,91.04,23.0,0.54
2025-01-01,CUST-017,Coastal Energy,Gold,Energy,Business Voice (SIP),53,53,53,8,84.91,17.22,0.578
2025-01-01,CUST-018,Granite Power Co-op,Gold,Energy,Dedicated Internet,27,27,27,4,85.19,9.25,0.576
2025-01-01,CUST-018,Granite Power Co-op,Gold,Energy,Managed Security,50,50,50,3,94.0,17.31,0.461
2025-01-01,CUST-018,Granite Power Co-op,Gold,Energy,Managed Cloud,23,23,23,2,91.3,15.68,0.445
2025-01-01,CUST-018,Granite Power Co-op,Gold,Energy,MPLS WAN,67,67,67,9,86.57,18.75,0.753
2025-01-01,CUST-018,Granite Power Co-op,Gold,Energy,Business Voice (SIP),82,82,82,12,85.37,23.55,0.551
2025-01-01,CUST-018,Granite Power Co-op,Gold,Energy,SD-WAN,63,63,63,9,85.71,25.61,0.573
2025-01-01,CUST-019,Stonebridge Regional Authority,Gold,Public Sector,MPLS WAN,59,59,59,8,86.44,24.75,0.651
2025-01-01,CUST-019,Stonebridge Regional Authority,Gold,Public Sector,Managed Security,44,44,44,5,88.64,18.15,0.492
2025-01-01,CUST-019,Stonebridge Regional Authority,Gold,Public Sector,SD-WAN,128,128,128,45,64.84,16.37,0.971
2025-01-01,CUST-019,Stonebridge Regional Authority,Gold,Public Sector,Dedicated Internet,37,37,37,5,86.49,22.6,0.883
2025-01-01,CUST-019,Stonebridge Regional Authority,Gold,Public Sector,Managed Cloud,25,25,25,2,92.0,15.14,0.406
2025-01-01,CUST-019,Stonebridge Regional Authority,Gold,Public Sector,Business Voice (SIP),81,81,81,8,90.12,24.69,0.594
2025-01-01,CUST-020,Orchard Distribution,Silver,Logistics,Business Voice (SIP),29,29,29,4,86.21,32.42,0.598
2025-01-01,CUST-020,Orchard Distribution,Silver,Logistics,Managed Security,7,7,7,0,100.0,56.28,0.558
2025-01-01,CUST-020,Orchard Distribution,Silver,Logistics,Managed Cloud,4,4,4,0,100.0,27.72,0.403
2025-01-01,CUST-020,Orchard Distribution,Silver,Logistics,MPLS WAN,6,6,6,1,83.33,29.31,0.584
2025-01-01,CUST-020,Orchard Distribution,Silver,Logistics,Dedicated Internet,24,24,24,4,83.33,31.29,0.749
2025-01-01,CUST-021,Keystone Distribution,Gold,Logistics,Business Voice (SIP),51,51,51,6,88.24,22.38,0.575
2025-01-01,CUST-021,Keystone Distribution,Gold,Logistics,MPLS WAN,19,19,19,2,89.47,20.15,0.574
2025-01-01,CUST-021,Keystone Distribution,Gold,Logistics,SD-WAN,118,118,118,30,74.58,22.2,0.774
2025-01-01,CUST-021,Keystone Distribution,Gold,Logistics,Managed Security,52,52,52,3,94.23,16.01,0.389
2025-01-01,CUST-021,Keystone Distribution,Gold,Logistics,Managed Cloud,35,35,35,3,91.43,18.33,0.523
2025-01-01,CUST-021,Keystone Distribution,Gold,Logistics,Dedicated Internet,76,76,76,9,88.16,16.12,0.508
2025-01-01,CUST-022,Ironwood Health Network,Silver,Healthcare,MPLS WAN,7,7,7,0,100.0,17.84,0.437
2025-01-01,CUST-022,Ironwood Health Network,Silver,Healthcare,Business Voice (SIP),7,7,7,0,100.0,27.1,0.297
2025-01-01,CUST-022,Ironwood Health Network,Silver,Healthcare,SD-WAN,35,35,35,7,80.0,43.41,0.599
2025-01-01,CUST-022,Ironwood Health Network,Silver,Healthcare,Dedicated Internet,30,30,30,5,83.33,34.38,0.666
2025-01-01,CUST-022,Ironwood Health Network,Silver,Healthcare,Managed Cloud,28,28,28,5,82.14,26.21,0.614
2025-01-01,CUST-023,Silverline Learning Trust,Bronze,Education,Business Voice (SIP),26,26,26,2,92.31,71.43,0.613
2025-01-01,CUST-023,Silverline Learning Trust,Bronze,Education,SD-WAN,36,36,36,9,75.0,40.48,0.667
2025-01-01,CUST-023,Silverline Learning Trust,Bronze,Education,MPLS WAN,11,11,11,1,90.91,51.64,0.618
2025-01-01,CUST-023,Silverline Learning Trust,Bronze,Education,Dedicated Internet,56,56,56,3,94.64,49.36,0.507
2025-01-01,CUST-023,Silverline Learning Trust,Bronze,Education,Managed Security,31,31,31,2,93.55,47.77,0.472
2025-01-01,CUST-023,Silverline Learning Trust,Bronze,Education,Managed Cloud,34,34,34,2,94.12,40.71,0.438
2025-01-01,CUST-024,Cascadia Academy,Gold,Education,MPLS WAN,15,15,15,3,80.0,24.98,0.647
2025-01-01,CUST-024,Cascadia Academy,Gold,Education,SD-WAN,50,50,50,28,44.0,30.48,1.834
2025-01-01,CUST-024,Cascadia Academy,Gold,Education,Managed Security,30,30,30,6,80.0,25.46,0.757
2025-01-01,CUST-024,Cascadia Academy,Gold,Education,Business Voice (SIP),73,73,73,13,82.19,29.19,0.625
2025-01-01,CUST-024,Cascadia Academy,Gold,Education,Managed Cloud,68,68,68,12,82.35,23.4,0.761
2025-01-01,CUST-024,Cascadia Academy,Gold,Education,Dedicated Internet,106,106,106,37,65.09,28.49,0.909
2025-01-01,CUST-025,Cedar Marketplaces,Bronze,Retail,MPLS WAN,8,8,8,2,75.0,68.53,0.881
2025-01-01,CUST-025,Cedar Marketplaces,Bronze,Retail,SD-WAN,49,49,49,29,40.82,51.95,1.591
2025-01-01,CUST-026,Frontier Freight Lines,Gold,Logistics,Dedicated Internet,92,92,92,13,85.87,19.93,0.614
2025-01-01,CUST-026,Frontier Freight Lines,Gold,Logistics,SD-WAN,168,168,168,67,60.12,20.35,1.254
2025-01-01,CUST-026,Frontier Freight Lines,Gold,Logistics,MPLS WAN,5,5,5,0,100.0,15.43,0.341
2025-01-01,CUST-026,Frontier Freight Lines,Gold,Logistics,Managed Cloud,64,64,64,7,89.06,22.99,0.56
2025-01-01,CUST-026,Frontier Freight Lines,Gold,Logistics,Business Voice (SIP),71,71,71,8,88.73,20.94,0.52
2025-01-01,CUST-026,Frontier Freight Lines,Gold,Logistics,Managed Security,26,26,26,4,84.62,20.77,0.517
2025-01-01,CUST-027,Trillium Medical Centres,Bronze,Healthcare,Dedicated Internet,30,30,30,15,50.0,68.43,1.169
2025-01-01,CUST-027,Trillium Medical Centres,Bronze,Healthcare,Business Voice (SIP),13,13,13,2,84.62,77.72,0.816
2025-01-01,CUST-027,Trillium Medical Centres,Bronze,Healthcare,Managed Security,13,13,13,2,84.62,44.36,0.651
2025-01-01,CUST-027,Trillium Medical Centres,Bronze,Healthcare,Managed Cloud,18,18,18,1,94.44,47.89,0.552
2025-01-01,CUST-028,Beacon Pipelines,Bronze,Energy,MPLS WAN,5,5,5,1,80.0,60.75,0.76
2025-01-01,CUST-028,Beacon Pipelines,Bronze,Energy,Managed Cloud,18,18,18,3,83.33,41.53,0.582
2025-01-01,CUST-028,Beacon Pipelines,Bronze,Energy,Managed Security,4,4,4,0,100.0,50.48,0.528
2025-01-01,CUST-028,Beacon Pipelines,Bronze,Energy,SD-WAN,13,13,13,3,76.92,39.29,0.673
2025-01-01,CUST-028,Beacon Pipelines,Bronze,Energy,Dedicated Internet,20,20,20,7,65.0,54.52,0.761
2025-01-01,CUST-029,Pinecrest Energy,Bronze,Energy,SD-WAN,23,23,23,11,52.17,41.8,1.276
2025-01-01,CUST-029,Pinecrest Energy,Bronze,Energy,Dedicated Internet,12,12,12,2,83.33,42.25,0.555
2025-01-01,CUST-029,Pinecrest Energy,Bronze,Energy,Business Voice (SIP),7,7,7,1,85.71,36.82,0.526
2025-01-01,CUST-030,Summit Retail Group,Platinum,Retail,SD-WAN,232,232,232,57,75.43,7.98,0.783
2025-01-01,CUST-030,Summit Retail Group,Platinum,Retail,Managed Cloud,61,61,61,2,96.72,7.38,0.352
2025-01-01,CUST-030,Summit Retail Group,Platinum,Retail,Dedicated Internet,80,80,80,4,95.0,9.27,0.378
2025-01-01,CUST-030,Summit Retail Group,Platinum,Retail,MPLS WAN,41,41,41,2,95.12,11.69,0.471
2025-01-01,CUST-030,Summit Retail Group,Platinum,Retail,Business Voice (SIP),154,154,154,11,92.86,7.24,0.415
2025-01-01,CUST-030,Summit Retail Group,Platinum,Retail,Managed Security,51,51,51,2,96.08,6.57,0.324
2025-01-01,CUST-031,Crestview Pipelines,Silver,Energy,Business Voice (SIP),11,11,11,3,72.73,37.9,0.949
2025-01-01,CUST-031,Crestview Pipelines,Silver,Energy,Managed Cloud,13,13,13,1,92.31,33.77,0.428
2025-01-01,CUST-031,Crestview Pipelines,Silver,Energy,SD-WAN,26,26,26,4,84.62,31.77,0.585
2025-01-01,CUST-031,Crestview Pipelines,Silver,Energy,Dedicated Internet,10,10,10,0,100.0,28.0,0.451
2025-01-01,CUST-031,Crestview Pipelines,Silver,Energy,Managed Security,7,7,7,0,100.0,24.32,0.427
2025-01-01,CUST-032,Meridian Distribution,Platinum,Logistics,MPLS WAN,17,17,17,2,88.24,9.47,0.554
2025-01-01,CUST-032,Meridian Distribution,Platinum,Logistics,Business Voice (SIP),154,154,154,17,88.96,9.82,0.546
2025-01-01,CUST-032,Meridian Distribution,Platinum,Logistics,SD-WAN,126,126,126,13,89.68,9.71,0.589
2025-01-01,CUST-032,Meridian Distribution,Platinum,Logistics,Managed Cloud,13,13,13,0,100.0,3.82,0.4
2025-01-01,CUST-032,Meridian Distribution,Platinum,Logistics,Managed Security,72,72,72,4,94.44,6.34,0.395
2025-01-01,CUST-032,Meridian Distribution,Platinum,Logistics,Dedicated Internet,117,117,117,12,89.74,7.77,0.555
2025-01-01,CUST-033,Boreal Retail Group,Gold,Retail,Business Voice (SIP),49,49,49,6,87.76,12.11,0.562
2025-01-01,CUST-033,Boreal Retail Group,Gold,Retail,Managed Cloud,31,31,31,2,93.55,17.02,0.64
2025-01-01,CUST-033,Boreal Retail Group,Gold,Retail,Managed Security,30,30,30,3,90.0,11.24,0.687
2025-01-01,CUST-033,Boreal Retail Group,Gold,Retail,Dedicated Internet,25,25,25,3,88.0,19.53,0.555
2025-01-01,CUST-033,Boreal Retail Group,Gold,Retail,MPLS WAN,33,33,33,6,81.82,19.83,0.606
2025-01-01,CUST-033,Boreal Retail Group,Gold,Retail,SD-WAN,116,116,116,39,66.38,11.85,0.858
2025-01-01,CUST-034,Evergreen Stores Ltd.,Platinum,Retail,Business Voice (SIP),62,62,62,9,85.48,12.57,0.79
2025-01-01,CUST-034,Evergreen Stores Ltd.,Platinum,Retail,Managed Cloud,13,13,13,0,100.0,6.27,0.43
2025-01-01,CUST-034,Evergreen Stores Ltd.,Platinum,Retail,Managed Security,25,25,25,5,80.0,14.22,0.697
2025-01-01,CUST-034,Evergreen Stores Ltd.,Platinum,Retail,MPLS WAN,19,19,19,7,63.16,20.91,0.979
2025-01-01,CUST-034,Evergreen Stores Ltd.,Platinum,Retail,Dedicated Internet,80,80,80,20,75.0,15.69,0.692
2025-01-01,CUST-034,Evergreen Stores Ltd.,Platinum,Retail,SD-WAN,179,179,179,89,50.28,12.16,1.339
2025-01-01,CUST-035,Ridgeline Stores Ltd.,Gold,Retail,SD-WAN,187,187,187,70,62.57,17.77,1.133
2025-01-01,CUST-035,Ridgeline Stores Ltd.,Gold,Retail,Managed Security,2,2,2,0,100.0,29.2,0.304
2025-01-01,CUST-035,Ridgeline Stores Ltd.,Gold,Retail,Dedicated Internet,69,69,69,7,89.86,20.26,0.661
2025-01-01,CUST-035,Ridgeline Stores Ltd.,Gold,Retail,MPLS WAN,33,33,33,2,93.94,15.59,0.57
2025-01-01,CUST-035,Ridgeline Stores Ltd.,Gold,Retail,Business Voice (SIP),57,57,57,12,78.95,22.22,0.74
2025-01-01,CUST-036,Highland College,Platinum,Education,SD-WAN,84,84,84,21,75.0,11.38,1.03
2025-01-01,CUST-036,Highland College,Platinum,Education,Managed Security,25,25,25,1,96.0,7.42,0.36
2025-01-01,CUST-036,Highland College,Platinum,Education,MPLS WAN,45,45,45,7,84.44,9.93,0.749
2025-01-01,CUST-036,Highland College,Platinum,Education,Business Voice (SIP),102,102,102,5,95.1,7.56,0.422
2025-01-01,CUST-036,Highland College,Platinum,Education,Dedicated Internet,84,84,84,11,86.9,12.52,0.56
2025-01-01,CUST-036,Highland College,Platinum,Education,Managed Cloud,44,44,44,6,86.36,10.36,0.453
2025-01-01,CUST-037,Glacier Retail Group,Gold,Retail,Business Voice (SIP),70,70,70,14,80.0,24.6,0.657
2025-01-01,CUST-037,Glacier Retail Group,Gold,Retail,SD-WAN,117,117,117,61,47.86,26.78,1.366
2025-01-01,CUST-037,Glacier Retail Group,Gold,Retail,Managed Cloud,21,21,21,2,90.48,23.89,0.622
2025-01-01,CUST-037,Glacier Retail Group,Gold,Retail,MPLS WAN,45,45,45,10,77.78,25.32,0.749
2025-01-01,CUST-037,Glacier Retail Group,Gold,Retail,Dedicated Internet,105,105,105,17,83.81,20.42,0.68
2025-01-01,CUST-037,Glacier Retail Group,Gold,Retail,Managed Security,17,17,17,0,100.0,18.75,0.371
2025-01-01,CUST-038,Harbour Renewables,Silver,Energy,SD-WAN,24,24,24,6,75.0,27.18,0.627
2025-01-01,CUST-038,Harbour Renewables,Silver,Energy,Managed Security,12,12,12,0,100.0,20.88,0.411
2025-01-01,CUST-038,Harbour Renewables,Silver,Energy,MPLS WAN,25,25,25,7,72.0,40.44,0.716
2025-01-01,CUST-038,Harbour Renewables,Silver,Energy,Business Voice (SIP),19,19,19,4,78.95,32.95,0.68
2025-01-01,CUST-038,Harbour Renewables,Silver,Energy,Managed Cloud,6,6,6,0,100.0,26.42,0.419
2025-01-01,CUST-038,Harbour Renewables,Silver,Energy,Dedicated Internet,53,53,53,10,81.13,31.67,0.658
2025-01-01,CUST-039,Quarry Academy,Silver,Education,MPLS WAN,27,27,27,0,100.0,28.39,0.507
2025-01-01,CUST-039,Quarry Academy,Silver,Education,Dedicated Internet,71,71,71,3,95.77,16.51,0.372
2025-01-01,CUST-039,Quarry Academy,Silver,Education,SD-WAN,100,100,100,35,65.0,24.99,1.044
2025-01-01,CUST-039,Quarry Academy,Silver,Education,Managed Cloud,4,4,4,0,100.0,8.85,0.311
2025-01-01,CUST-039,Quarry Academy,Silver,Education,Managed Security,17,17,17,1,94.12,17.63,0.345
2025-01-01,CUST-039,Quarry Academy,Silver,Education,Business Voice (SIP),74,74,74,3,95.95,23.05,0.414
2025-01-01,CUST-040,Tundra Fabrication,Gold,Manufacturing,Managed Security,16,16,16,1,93.75,10.31,0.322
2025-01-01,CUST-040,Tundra Fabrication,Gold,Manufacturing,Managed Cloud,14,14,14,2,85.71,27.85,0.557
2025-01-01,CUST-040,Tundra Fabrication,Gold,Manufacturing,MPLS WAN,1,1,1,0,100.0,20.07,0.418
2025-01-01,CUST-040,Tundra Fabrication,Gold,Manufacturing,SD-WAN,29,29,29,5,82.76,18.23,0.68
2025-01-01,CUST-040,Tundra Fabrication,Gold,Manufacturing,Dedicated Internet,74,74,74,4,94.59,18.36,0.433
2025-01-01,CUST-040,Tundra Fabrication,Gold,Manufacturing,Business Voice (SIP),58,58,58,7,87.93,18.48,0.536
2025-02-01,CUST-001,Lakeview Health Network,Silver,Healthcare,Dedicated Internet,26,26,26,3,88.46,27.0,0.575
2025-02-01,CUST-001,Lakeview Health Network,Silver,Healthcare,MPLS WAN,19,19,19,2,89.47,30.1,0.543
2025-02-01,CUST-001,Lakeview Health Network,Silver,Healthcare,Business Voice (SIP),13,13,13,3,76.92,30.66,0.621
2025-02-01,CUST-001,Lakeview Health Network,Silver,Healthcare,SD-WAN,2,2,2,0,100.0,28.7,0.288
2025-02-01,CUST-001,Lakeview Health Network,Silver,Healthcare,Managed Security,1,1,1,0,100.0,25.08,0.348
2025-02-01,CUST-001,Lakeview Health Network,Silver,Healthcare,Managed Cloud,6,6,6,0,100.0,19.17,0.379
2025-02-01,CUST-002,Westgate Care Group,Silver,Healthcare,SD-WAN,5,5,5,0,100.0,28.1,0.603
2025-02-01,CUST-002,Westgate Care Group,Silver,Healthcare,MPLS WAN,3,3,3,2,33.33,297.95,1.717
2025-02-01,CUST-002,Westgate Care Group,Silver,Healthcare,Managed Security,3,3,3,0,100.0,17.79,0.229
2025-02-01,CUST-002,Westgate Care Group,Silver,Healthcare,Business Voice (SIP),6,6,6,0,100.0,35.12,0.51
2025-02-01,CUST-002,Westgate Care Group,Silver,Healthcare,Managed Cloud,8,8,8,0,100.0,16.33,0.446
2025-02-01,CUST-002,Westgate Care Group,Silver,Healthcare,Dedicated Internet,9,9,9,0,100.0,48.99,0.561
2025-02-01,CUST-003,Juniper Polytechnic,Platinum,Education,Dedicated Internet,119,119,119,24,79.83,11.25,0.672
2025-02-01,CUST-003,Juniper Polytechnic,Platinum,Education,MPLS WAN,41,41,41,10,75.61,12.27,0.676
2025-02-01,CUST-003,Juniper Polytechnic,Platinum,Education,SD-WAN,105,105,105,33,68.57,18.94,0.863
2025-02-01,CUST-003,Juniper Polytechnic,Platinum,Education,Managed Cloud,28,28,28,3,89.29,9.43,0.56
